question,label
Best seed variety for groundnut?,SEED_GUIDE
How to avoid insects while storing groundnut?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How to protect maize from blight?,CROP_DISEASE
What is today's weather?,WEATHER_QUERY
maize ke liye beej kaunsa le?,SEED_GUIDE
Best seed variety for cotton?,SEED_GUIDE
High yield variety of sunflower,SEED_GUIDE
How often to water sunflower?,IRRIGATION_GUIDE
How to avoid insects while storing sugarcane?,STORAGE_GUIDE
rice ला leaf spot झाला तर काय करावे?,CROP_DISEASE
How to protect soybean from rust?,CROP_DISEASE
How often to water tomato?,IRRIGATION_GUIDE
cotton disease aphids treatment?,CROP_DISEASE
How often to water potato?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
Which fertilizer is best for rice?,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
How often to water soybean?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
maize ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to protect maize from rust?,CROP_DISEASE
millet साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
When should I irrigate maize?,IRRIGATION_GUIDE
How much NPK for maize?,FERTILIZER_SUGGESTION
wheat ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How to store cotton?,STORAGE_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
Humidity level today?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
pulses disease fungal infection treatment?,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
How to reduce soil acidity?,SOIL_HEALTH
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
How often to water tomato?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
millet ke liye beej kaunsa le?,SEED_GUIDE
sugarcane साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Humidity level today?,WEATHER_QUERY
sugarcane me bollworm ka ilaj kya hai?,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
How much NPK for pulses?,FERTILIZER_SUGGESTION
banana ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Symptoms of rust in grapes,CROP_DISEASE
Symptoms of whitefly in sugarcane,CROP_DISEASE
Storage method for soybean,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
maize disease bollworm treatment?,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
How to protect onion from blight?,CROP_DISEASE
Which fertilizer is best for pulses?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to reduce soil acidity?,SOIL_HEALTH
Which hybrid seeds are good for millet?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
High yield variety of onion,SEED_GUIDE
banana ला bollworm झाला तर काय करावे?,CROP_DISEASE
How to improve soil health?,SOIL_HEALTH
How to store soybean?,STORAGE_GUIDE
When should I irrigate onion?,IRRIGATION_GUIDE
banana me paani kab dena chahiye?,IRRIGATION_GUIDE
wheat ला rust झाला तर काय करावे?,CROP_DISEASE
sunflower disease aphids treatment?,CROP_DISEASE
grapes साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Is drip irrigation good for millet?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
groundnut me leaf spot ka ilaj kya hai?,CROP_DISEASE
pulses ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
onion disease leaf spot treatment?,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
Which fertilizer is best for sunflower?,FERTILIZER_SUGGESTION
How to improve soil health?,SOIL_HEALTH
How to protect potato from bollworm?,CROP_DISEASE
What is today's weather?,WEATHER_QUERY
When should I irrigate sunflower?,IRRIGATION_GUIDE
potato ko kaise store kare?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Best compost for healthy soil,SOIL_HEALTH
How often to water millet?,IRRIGATION_GUIDE
How to avoid insects while storing sunflower?,STORAGE_GUIDE
What is today's weather?,WEATHER_QUERY
Best nutrients for potato,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
How to protect tomato from leaf spot?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Best compost for healthy soil,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
High yield variety of pulses,SEED_GUIDE
How often to water soybean?,IRRIGATION_GUIDE
How much NPK for banana?,FERTILIZER_SUGGESTION
Will it rain today in Lucknow?,WEATHER_QUERY
Humidity level today?,WEATHER_QUERY
rice me leaf spot ka ilaj kya hai?,CROP_DISEASE
maize ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best seed variety for maize?,SEED_GUIDE
sunflower ko kaise store kare?,STORAGE_GUIDE
High yield variety of cotton,SEED_GUIDE
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
When should I irrigate wheat?,IRRIGATION_GUIDE
maize ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
rice disease root rot treatment?,CROP_DISEASE
pulses me paani kab dena chahiye?,IRRIGATION_GUIDE
How to protect pulses from stem borer?,CROP_DISEASE
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Storage method for maize,STORAGE_GUIDE
Is drip irrigation good for tomato?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Will it rain today in Pune?,WEATHER_QUERY
How to avoid insects while storing potato?,STORAGE_GUIDE
Which fertilizer is best for soybean?,FERTILIZER_SUGGESTION
grapes ke liye beej kaunsa le?,SEED_GUIDE
sugarcane ला stem borer झाला तर काय करावे?,CROP_DISEASE
onion ला blight झाला तर काय करावे?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
grapes ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
When should I irrigate cotton?,IRRIGATION_GUIDE
pulses ला blast झाला तर काय करावे?,CROP_DISEASE
potato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
tomato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
grapes कसा साठवावा?,STORAGE_GUIDE
banana disease stem borer treatment?,CROP_DISEASE
When should I irrigate tomato?,IRRIGATION_GUIDE
grapes ke liye beej kaunsa le?,SEED_GUIDE
Best nutrients for cotton,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
High yield variety of potato,SEED_GUIDE
tomato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How often to water soybean?,IRRIGATION_GUIDE
How to avoid insects while storing potato?,STORAGE_GUIDE
banana ko kaise store kare?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
How to reduce soil acidity?,SOIL_HEALTH
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
potato ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
High yield variety of potato,SEED_GUIDE
Which hybrid seeds are good for grapes?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Which fertilizer is best for rice?,FERTILIZER_SUGGESTION
millet ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
Which hybrid seeds are good for cotton?,SEED_GUIDE
grapes ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
millet ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
groundnut ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
pulses ke liye beej kaunsa le?,SEED_GUIDE
wheat साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Best seed variety for cotton?,SEED_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
How to store cotton?,STORAGE_GUIDE
soybean ला rust झाला तर काय करावे?,CROP_DISEASE
grapes ko kaise store kare?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Which fertilizer is best for onion?,FERTILIZER_SUGGESTION
How to store maize?,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Best compost for healthy soil,SOIL_HEALTH
cotton साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
tomato disease root rot treatment?,CROP_DISEASE
maize साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to avoid insects while storing sunflower?,STORAGE_GUIDE
How often to water sunflower?,IRRIGATION_GUIDE
How to protect sunflower from whitefly?,CROP_DISEASE
Symptoms of bollworm in wheat,CROP_DISEASE
Will it rain today in Delhi?,WEATHER_QUERY
maize ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Which hybrid seeds are good for soybean?,SEED_GUIDE
soybean साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Is drip irrigation good for onion?,IRRIGATION_GUIDE
How to store sugarcane?,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to store pulses?,STORAGE_GUIDE
Is drip irrigation good for maize?,IRRIGATION_GUIDE
Which hybrid seeds are good for rice?,SEED_GUIDE
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
potato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best nutrients for maize,FERTILIZER_SUGGESTION
Symptoms of blast in tomato,CROP_DISEASE
Storage method for rice,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
groundnut ला aphids झाला तर काय करावे?,CROP_DISEASE
How often to water soybean?,IRRIGATION_GUIDE
When should I irrigate maize?,IRRIGATION_GUIDE
groundnut कसा साठवावा?,STORAGE_GUIDE
What is today's weather?,WEATHER_QUERY
banana disease leaf spot treatment?,CROP_DISEASE
onion ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best seed variety for rice?,SEED_GUIDE
High yield variety of potato,SEED_GUIDE
Which hybrid seeds are good for maize?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
Humidity level today?,WEATHER_QUERY
How to avoid insects while storing potato?,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
grapes ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Symptoms of blast in pulses,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
When should I irrigate millet?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
onion ला whitefly झाला तर काय करावे?,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
wheat कसा साठवावा?,STORAGE_GUIDE
How often to water soybean?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
pulses me paani kab dena chahiye?,IRRIGATION_GUIDE
Best seed variety for cotton?,SEED_GUIDE
sugarcane ko kaise store kare?,STORAGE_GUIDE
High yield variety of grapes,SEED_GUIDE
potato disease blight treatment?,CROP_DISEASE
Which hybrid seeds are good for potato?,SEED_GUIDE
When should I irrigate banana?,IRRIGATION_GUIDE
tomato ke liye beej kaunsa le?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
sugarcane ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Storage method for cotton,STORAGE_GUIDE
How much NPK for groundnut?,FERTILIZER_SUGGESTION
Best seed variety for sugarcane?,SEED_GUIDE
Best seed variety for cotton?,SEED_GUIDE
Will it rain today in Hyderabad?,WEATHER_QUERY
Storage method for potato,STORAGE_GUIDE
Best nutrients for potato,FERTILIZER_SUGGESTION
rice ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to protect cotton from root rot?,CROP_DISEASE
millet साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Will it rain today in Pune?,WEATHER_QUERY
How to avoid insects while storing tomato?,STORAGE_GUIDE
banana ला blast झाला तर काय करावे?,CROP_DISEASE
potato ko kaise store kare?,STORAGE_GUIDE
tomato me paani kab dena chahiye?,IRRIGATION_GUIDE
Which fertilizer is best for banana?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Will it rain today in Bhopal?,WEATHER_QUERY
sunflower साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
How to protect maize from blast?,CROP_DISEASE
Best compost for healthy soil,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
Is drip irrigation good for pulses?,IRRIGATION_GUIDE
grapes साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Storage method for soybean,STORAGE_GUIDE
When should I irrigate rice?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
How to store sunflower?,STORAGE_GUIDE
maize ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best nutrients for wheat,FERTILIZER_SUGGESTION
Which fertilizer is best for sunflower?,FERTILIZER_SUGGESTION
Best nutrients for soybean,FERTILIZER_SUGGESTION
sunflower ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
High yield variety of sugarcane,SEED_GUIDE
Which fertilizer is best for onion?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How often to water banana?,IRRIGATION_GUIDE
maize ko kaise store kare?,STORAGE_GUIDE
maize ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
High yield variety of cotton,SEED_GUIDE
soybean disease root rot treatment?,CROP_DISEASE
High yield variety of cotton,SEED_GUIDE
sunflower me paani kab dena chahiye?,IRRIGATION_GUIDE
Which hybrid seeds are good for soybean?,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
banana ko kaise store kare?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
How often to water potato?,IRRIGATION_GUIDE
sugarcane ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How to avoid insects while storing onion?,STORAGE_GUIDE
Best nutrients for potato,FERTILIZER_SUGGESTION
High yield variety of pulses,SEED_GUIDE
potato ke liye beej kaunsa le?,SEED_GUIDE
onion साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
How much NPK for sugarcane?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Best seed variety for potato?,SEED_GUIDE
How much NPK for maize?,FERTILIZER_SUGGESTION
How often to water sunflower?,IRRIGATION_GUIDE
When should I irrigate banana?,IRRIGATION_GUIDE
wheat ke liye beej kaunsa le?,SEED_GUIDE
How to protect rice from aphids?,CROP_DISEASE
millet disease blight treatment?,CROP_DISEASE
When should I irrigate cotton?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
pulses me paani kab dena chahiye?,IRRIGATION_GUIDE
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
pulses me leaf spot ka ilaj kya hai?,CROP_DISEASE
Will it rain today in Hyderabad?,WEATHER_QUERY
How much NPK for wheat?,FERTILIZER_SUGGESTION
sunflower me paani kab dena chahiye?,IRRIGATION_GUIDE
groundnut साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Best nutrients for rice,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
How to avoid insects while storing maize?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
Storage method for sugarcane,STORAGE_GUIDE
sunflower me root rot ka ilaj kya hai?,CROP_DISEASE
High yield variety of sunflower,SEED_GUIDE
When should I irrigate onion?,IRRIGATION_GUIDE
How much NPK for tomato?,FERTILIZER_SUGGESTION
Is drip irrigation good for sugarcane?,IRRIGATION_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
Is drip irrigation good for onion?,IRRIGATION_GUIDE
banana ला rust झाला तर काय करावे?,CROP_DISEASE
pulses ke liye beej kaunsa le?,SEED_GUIDE
cotton साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
grapes ला rust झाला तर काय करावे?,CROP_DISEASE
cotton ला bollworm झाला तर काय करावे?,CROP_DISEASE
How to store groundnut?,STORAGE_GUIDE
High yield variety of wheat,SEED_GUIDE
grapes disease blast treatment?,CROP_DISEASE
Best seed variety for cotton?,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How often to water tomato?,IRRIGATION_GUIDE
Symptoms of bollworm in banana,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
grapes ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
onion साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
sugarcane me bollworm ka ilaj kya hai?,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
How to protect grapes from rust?,CROP_DISEASE
High yield variety of maize,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
How to avoid insects while storing wheat?,STORAGE_GUIDE
sunflower me leaf spot ka ilaj kya hai?,CROP_DISEASE
Symptoms of fungal infection in potato,CROP_DISEASE
How to protect maize from fungal infection?,CROP_DISEASE
sugarcane ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Storage method for onion,STORAGE_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
Best seed variety for wheat?,SEED_GUIDE
How to store groundnut?,STORAGE_GUIDE
How much NPK for banana?,FERTILIZER_SUGGESTION
Symptoms of whitefly in maize,CROP_DISEASE
groundnut ko kaise store kare?,STORAGE_GUIDE
Best seed variety for maize?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
sugarcane ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
cotton me stem borer ka ilaj kya hai?,CROP_DISEASE
Is drip irrigation good for onion?,IRRIGATION_GUIDE
Storage method for soybean,STORAGE_GUIDE
Is drip irrigation good for groundnut?,IRRIGATION_GUIDE
sugarcane ko kaise store kare?,STORAGE_GUIDE
Best nutrients for sunflower,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
soybean me paani kab dena chahiye?,IRRIGATION_GUIDE
Best nutrients for banana,FERTILIZER_SUGGESTION
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
pulses ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Will it rain today in Pune?,WEATHER_QUERY
rice ko kaise store kare?,STORAGE_GUIDE
onion disease rust treatment?,CROP_DISEASE
Will it rain today in Lucknow?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
Storage method for tomato,STORAGE_GUIDE
tomato साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
cotton me leaf spot ka ilaj kya hai?,CROP_DISEASE
High yield variety of millet,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
Best seed variety for maize?,SEED_GUIDE
tomato साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Will it rain today in Pune?,WEATHER_QUERY
How much NPK for soybean?,FERTILIZER_SUGGESTION
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
How to store grapes?,STORAGE_GUIDE
wheat ko kaise store kare?,STORAGE_GUIDE
maize साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
High yield variety of maize,SEED_GUIDE
Symptoms of blight in onion,CROP_DISEASE
Best seed variety for cotton?,SEED_GUIDE
Will it rain today in Lucknow?,WEATHER_QUERY
How to avoid insects while storing millet?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
What is today's weather?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
How often to water pulses?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
Which fertilizer is best for soybean?,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
Which hybrid seeds are good for onion?,SEED_GUIDE
maize ke liye beej kaunsa le?,SEED_GUIDE
onion me paani kab dena chahiye?,IRRIGATION_GUIDE
sunflower ke liye beej kaunsa le?,SEED_GUIDE
Storage method for cotton,STORAGE_GUIDE
potato ke liye beej kaunsa le?,SEED_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
cotton ला fungal infection झाला तर काय करावे?,CROP_DISEASE
Symptoms of aphids in pulses,CROP_DISEASE
आज पाऊस येईल का?,WEATHER_QUERY
pulses ला stem borer झाला तर काय करावे?,CROP_DISEASE
How often to water tomato?,IRRIGATION_GUIDE
Humidity level today?,WEATHER_QUERY
How much NPK for grapes?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
groundnut साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to improve soil health?,SOIL_HEALTH
When should I irrigate sugarcane?,IRRIGATION_GUIDE
How to store cotton?,STORAGE_GUIDE
How much NPK for rice?,FERTILIZER_SUGGESTION
How much NPK for rice?,FERTILIZER_SUGGESTION
High yield variety of sugarcane,SEED_GUIDE
sunflower ke liye beej kaunsa le?,SEED_GUIDE
How to protect potato from fungal infection?,CROP_DISEASE
Symptoms of fungal infection in cotton,CROP_DISEASE
tomato कसा साठवावा?,STORAGE_GUIDE
Best seed variety for pulses?,SEED_GUIDE
wheat साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
grapes कसा साठवावा?,STORAGE_GUIDE
Which fertilizer is best for pulses?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
rice ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
maize साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Will it rain today in Lucknow?,WEATHER_QUERY
Which hybrid seeds are good for wheat?,SEED_GUIDE
Humidity level today?,WEATHER_QUERY
Will it rain today in Bhopal?,WEATHER_QUERY
sunflower me paani kab dena chahiye?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
Symptoms of bollworm in pulses,CROP_DISEASE
How to protect grapes from rust?,CROP_DISEASE
rice ko kaise store kare?,STORAGE_GUIDE
Which fertilizer is best for banana?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
millet ko kaise store kare?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
When should I irrigate rice?,IRRIGATION_GUIDE
Is drip irrigation good for maize?,IRRIGATION_GUIDE
groundnut me paani kab dena chahiye?,IRRIGATION_GUIDE
How often to water soybean?,IRRIGATION_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Which fertilizer is best for soybean?,FERTILIZER_SUGGESTION
banana साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Is drip irrigation good for potato?,IRRIGATION_GUIDE
banana साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
sunflower ko kaise store kare?,STORAGE_GUIDE
tomato me paani kab dena chahiye?,IRRIGATION_GUIDE
groundnut कसा साठवावा?,STORAGE_GUIDE
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
When should I irrigate grapes?,IRRIGATION_GUIDE
How to avoid insects while storing rice?,STORAGE_GUIDE
Best nutrients for grapes,FERTILIZER_SUGGESTION
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
sunflower ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
grapes साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Is drip irrigation good for soybean?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
cotton disease whitefly treatment?,CROP_DISEASE
When should I irrigate onion?,IRRIGATION_GUIDE
How to improve soil health?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Which hybrid seeds are good for potato?,SEED_GUIDE
sunflower साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
sunflower ko kaise store kare?,STORAGE_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
Storage method for banana,STORAGE_GUIDE
wheat disease blight treatment?,CROP_DISEASE
groundnut me paani kab dena chahiye?,IRRIGATION_GUIDE
How to store potato?,STORAGE_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
High yield variety of cotton,SEED_GUIDE
When should I irrigate sunflower?,IRRIGATION_GUIDE
Best seed variety for millet?,SEED_GUIDE
How to improve soil health?,SOIL_HEALTH
How much NPK for rice?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
How much NPK for rice?,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
wheat कसा साठवावा?,STORAGE_GUIDE
Humidity level today?,WEATHER_QUERY
High yield variety of sunflower,SEED_GUIDE
soybean ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
soybean ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
What is today's weather?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
banana disease fungal infection treatment?,CROP_DISEASE
Will it rain today in Delhi?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
groundnut me blight ka ilaj kya hai?,CROP_DISEASE
How to reduce soil acidity?,SOIL_HEALTH
How to avoid insects while storing sugarcane?,STORAGE_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How often to water tomato?,IRRIGATION_GUIDE
Storage method for soybean,STORAGE_GUIDE
sugarcane साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
pulses disease root rot treatment?,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
Will it rain today in Bhopal?,WEATHER_QUERY
How often to water wheat?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Which fertilizer is best for banana?,FERTILIZER_SUGGESTION
High yield variety of tomato,SEED_GUIDE
banana ko kaise store kare?,STORAGE_GUIDE
How to store potato?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
How often to water grapes?,IRRIGATION_GUIDE
wheat ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Kal barsaat hogi kya?,WEATHER_QUERY
Will it rain today in Hyderabad?,WEATHER_QUERY
